"1102","OSU_RTS.MDBUS_RH.1102_HHF","HOUSTON HW HEAT FLOW","KBTU/HR","Heating Hot Water","Houston House","136557.00000","2016-07-01","40.00581","-83.01166","Main","SDL","Student Housing","","","","2016-12-31T23:59:57Z"
"1103","OSU_RTS.MDBUS_RH.1103_HHF","RANEY HW HEAT FLOW","KBTU/HR","Heating Hot Water","Raney House","125474.00000","2015-07-01","40.00547","-83.01003","Main","SDL","Student Housing","","","","2016-12-31T23:59:57Z"
"1103","OSU_RTS.MDBUS_RH.1103C_HF","RANEY CW HEAT FLOW","KBTU/HR","Chilled Water ","Raney House","125474.00000","2015-07-01","40.00547","-83.01003","Main","SDL","Student Housing","","","","2018-09-20T20:30:31Z"
"1104","OSU_RTS.MDBUS_RH.1104C_HF","BOWEN CW HEAT FLOW","KBTU/HR","Chilled Water ","Bowen House","95448.00000","2015-07-01","40.00536","-83.00942","Main","SDL","Student Housing","","","","2018-09-20T20:33:18Z"
"1105","OSU_RTS.MDBUS_RH.1105C_HF","BUSCH CW HEAT FLOW","KBTU/HR","Chilled Water ","Busch House","109926.00000","2016-07-01","40.00475","-83.00930","Main","SDL","Student Housing","","","","2018-09-20T20:35:58Z"
"1106","OSU_RTS.MDBUS_RH.1106_HHF","CURL HW HEAT FLOW","KBTU/HR","Heating Hot Water","Curl Hall","25653.00000","2015-07-01","40.00428","-83.01095","Main","SDL","Student Housing","","","","2017-12-22T18:19:18Z"
"1106","OSU_RTS.MDBUS_RH.1106C_HF","CURL CW HEAT FLOW","KBTU/HR","Chilled Water ","Curl Hall","25653.00000","2015-07-01","40.00428","-83.01095","Main","SDL","Student Housing","","","","2018-09-20T20:38:30Z"
"1107","OSU_RTS.MDBUS_RH.1107_HHF","BLACKBURN HW HEAT FLOW","KBTU/HR","Heating Hot Water","Blackburn House","132162.00000","2016-07-01","40.00412","-83.01256","Main","SDL","Student Housing","","","","2016-12-31T23:59:57Z"
"1107","OSU_RTS.MDBUS_RH.1107C_HF","BLACKBURN CW HEAT FLOW","KBTU/HR","Chilled Water ","Blackburn House","132162.00000","2016-07-01","40.00412","-83.01256","Main","SDL","Student Housing","","","","2018-09-20T20:41:05Z"
"1108","OSU_RTS.MDBUS_RH.1108_HHF","SCOTT HHW HEAT FLOW","KBTU/HR","Heating Hot Water","Scott House","169311.00000","2015-07-01","40.00439","-83.01339","Main","SDL","Student Housing","","","","2018-02-16T14:03:35Z"
"1108","OSU_RTS.MDBUS_RH.1108C_HF","SCOTT CW HEAT FLOW","KBTU/HR","Chilled Water ","Scott House","169311.00000","2015-07-01","40.00439","-83.01339","Main","SDL","Student Housing","","","","2018-09-20T20:43:35Z"
"1109","OSU_RTS.MDBUS_RH.1109_HHF","N. REC HW HEAT FLOW","KBTU/HR","Heating Hot Water","North Recreation Center","28834.00000","2016-07-01","","","Main","SDL","Student Activity","","","","2016-12-27T21:41:42Z"
"1109","OSU_RTS.MDBUS_RH.1109C_HF","NORTH REC CW HEAT FLOW","KBTU/HR","Chilled Water ","North Recreation Center","28834.00000","2016-07-01","","","Main","SDL","Student Activity","","","","2018-09-20T20:46:25Z"
"1110","OSU_RTS.MDBUS_RH.1110_HHF","NOSKER HHW HEAT FLOW","KBTU/HR","Heating Hot Water","Nosker House","106857.00000","2016-07-01","40.00485","-83.01211","Main","SDL","Student Housing","","","","2016-12-31T23:59:57Z"
"1110","OSU_RTS.MDBUS_RH.1110C_HF","NOSKER CW HEAT FLOW","KBTU/HR","Chilled Water ","Nosker House","106857.00000","2016-07-01","40.00485","-83.01211","Main","SDL","Student Housing","","","","2018-09-20T20:48:50Z"
"112","OSU_RTS.MDBUS_RT.112S_HF","BRT STM HEAT FLOW","KBTU/HR","Steam","Biomedical Research Tower","412630.00000","2006-12-01","","","Medical Center","","Research","69","69","69","2018-06-04T15:15:38Z"
"127","OSU_RTS.MDBUS_C1.127_HF","SMITH SUB CW HEAT FLOW","KBTU/HR","Chilled Water ","Smith, Thomas, Electrical Substation","23886.00000","2005-07-01",".00000",".00000","Main","SUB","Facilities","","","","2018-09-14T12:37:39Z"
"136","OSU_RTS.MDBUS_C1.136_HF","VMA CW HEAT FLOW","KBTU/HR","Chilled Water ","Veterinary Medicine Academic","113459.00000","2002-07-01","39.99953","-83.02661","Main","ACA","Academic","69","69","69","2018-05-30T20:07:55Z"
"14","OSU_RTS.MDBUS_RT.014S_HF","JENNINGS STM HEAT FLOW","KBTU/HR","Steam","Jennings, Edward H, Hall","112502.00000","1914-07-01","39.99674","-83.01565","Main","ACA","Academic/Research","69","69","69","2018-06-04T13:10:34Z"
"144","OSU_RTS.MDBUS_C1.144_CHF","PSYCH CW HEAT FLOW","KBTU/HR","Chilled Water ","Psychology Building","132733.00000","2005-07-01","39.99852","-83.01627","Main","ACA","Academic","69","69","69","2018-05-30T20:09:49Z"
"144","OSU_RTS.MDBUS_RT.144S_HF","PSYCH STM HEAT FLOW","KBTU/HR","Steam","Psychology Building","132733.00000","2005-07-01","39.99852","-83.01627","Main","ACA","Academic","69","69","69","2018-06-04T15:16:25Z"
"146","OSU_RTS.MDBUS_C1.146A_CHF","BOLZ CW HEAT FLOW","KBTU/HR","Chilled Water ","Bolz, Harold A, Hall","82179.00000","1960-07-01","40.00310","-83.01502","Main","ACA","Academic","69","69","69","2018-05-30T20:11:49Z"
"67","OSU_RTS.MDBUS_RT.067S_HF","POMERENE HALL ST HT FLOW","KBTU/HR","Steam","Pomerene Hall","73603.00000","1922-07-01","","","Main","ACA","Academic","69","69","69","2018-11-29T19:33:18Z"
"69","OSU_RTS.MDBUS_C1.069_HF","MCCRACKEN CW HEAT FLOW","KBTU/HR","Chilled Water ","McCracken Power Plant","110142.00000","1918-07-01","40.00115","-83.01665","Main","GEN","Facilities/Administration","","","","2018-09-14T12:25:27Z"
"69","OSU_RTS.MDBUS_RT.069S1_HF","MCCRACKEN ST 1 HEAT FLOW","KBTU/HR","Steam","McCracken Power Plant","110142.00000","1918-07-01","40.00115","-83.01665","Main","GEN","Facilities/Administration","","","","2018-09-26T13:15:21Z"
"69","OSU_RTS.MDBUS_RT.069S2_HF","MCCRACKEN ST 2 HEAT FLOW","KBTU/HR","Steam","McCracken Power Plant","110142.00000","1918-07-01","40.00115","-83.01665","Main","GEN","Facilities/Administration","","","","2018-09-26T13:15:58Z"
"69","OSU_RTS.MDBUS_RT.069S3_HF","MCCRACKEN ST 3 HEAT FLOW","KBTU/HR","Steam","McCracken Power Plant","110142.00000","1918-07-01","40.00115","-83.01665","Main","GEN","Facilities/Administration","","","","2018-09-14T12:02:09Z"
"7","OSU_RTS.MDBUS_H1.007_HHF","MATH TWR HW HEAT FLOW","KBTU/HR","Heating Hot Water","Mathematics Tower","61621.00000","1993-07-01","40.00151","-83.01443","Main","ACA","Academic","69","69","69","2016-12-31T23:59:57Z"
"7","OSU_RTS.MDBUS_C1.007_HF","MATH TWR CW HEAT FLOW","KBTU/HR","Chilled Water ","Mathematics Tower","61621.00000","1993-07-01","40.00151","-83.01443","Main","ACA","Academic","69","69","69","2018-05-29T20:55:29Z"
"70","OSU_RTS.MDBUS_C1.070_HF","PRB CW HEAT FLOW","KBTU/HR","Chilled Water ","Physics Research Building","238732.00000","2005-07-01","40.00335","-83.01425","Main","ACA","Academic/Research","69","69","69","2018-05-30T20:03:46Z"
"70","OSU_RTS.MDBUS_RT.070S_HF","PRB STM HEAT FLOW","KBTU/HR","Steam","Physics Research Building","238732.00000","2005-07-01","40.00335","-83.01425","Main","ACA","Academic/Research","69","69","69","2018-06-04T13:21:01Z"
"72","OSU_RTS.MDBUS_C1.072_HF","ENERSON CW HEAT FLOW","KBTU/HR","Chilled Water ","Enarson, Harold L, Classroom Building","88768.00000","1949-07-01","40.00217","-83.01683","Main","ACA","Academic","69","69","69","2018-05-30T20:04:37Z"
"76","OSU_RTS.MDBUS_RT.076S_HF","ST.JOHN STM HEAT FLOW","KBTU/HR","Steam","St John Arena","217262.00000","1956-07-01","40.00533","-83.01916","Main","ATH","Athletics","69","69","69","2018-06-04T13:22:04Z"
"77","OSU_RTS.MDBUS_H1.077_HHF","CNTRL SRVS HW HEAT FLOW","KBTU/HR","Heating Hot Water","Central Service Building","15136.00000","1949-07-01","40.00180","-83.01662","Main","ADM","Facilities","","","","2018-06-14T11:27:35Z"
"80","OSU_RTS.MDBUS_C1.080_HF","SISSON CW HEAT FLOW","KBTU/HR","Chilled Water ","Sisson Hall","55501.00000","1986-07-01","40.00001","-83.02565","Main","ACA","Academic/Research","69","69","69","2018-05-30T20:05:28Z"
"81","OSU_RTS.MDBUS_RT.081S_HF","SCHOTT STM HEAT FLOW","KBTU/HR","Steam","Schottenstein, Jerome, Center","607827.00000","1998-07-01","40.00758","-83.02513","Main","ATH","Athletics","69","69","69","2018-06-04T13:23:14Z"
"82","OSU_RTS.MDBUS_RT.082S_HF","OHIO STDM. STM HEAT FLOW","KBTU/HR","Steam","Ohio Stadium","808359.00000","1922-07-01","40.00167","-83.01973","Main","ATH","Athletics","69","69","69","2018-06-04T13:24:34Z"
"85","OSU_RTS.MDBUS_RT.085S_HF","HALE STEAM HEAT FLOW","KBTU/HR","Steam","Hale, Frank W, Jr, Hall","47001.00000","1911-07-01","39.99702","-83.01176","Main","ACA","Academic/Administration","69","69","69","2016-12-31T23:59:59Z"
"851","OSU_RTS.MDBUS_RH.851_PHF","P-S PARK CW HEAT FLOW","KBTU/HR","Chilled Water ","Park-Stradley Hall","271039.00000","1959-07-01","39.99583","-83.01070","Main","SDL","Student Housing","69","69","69","2018-09-20T19:21:41Z"
"851","OSU_RTS.MDBUS_RH.851_SHF","P-S STRADLEY CW HEAT FLO","KBTU/HR","Chilled Water ","Park-Stradley Hall","271039.00000","1959-07-01","39.99583","-83.01070","Main","SDL","Student Housing","69","69","69","2018-09-20T19:36:21Z"
"851","OSU_RTS.MDBUS_RH.851S_HF","P-S STEAM HEAT FLOW","KBTU/HR","Steam","Park-Stradley Hall","271039.00000","1959-07-01","39.99583","-83.01070","Main","SDL","Student Housing","69","69","69","2017-01-01T00:00:00Z"
"852","OSU_RTS.MDBUS_RH.852_HF","SMITH STEEB CW HEAT FLOW","KBTU/HR","Chilled Water ","Smith-Steeb Hall","262198.00000","1960-07-01","39.99578","-83.00949","Main","SDL","Student Housing","69","69","69","2018-09-20T20:18:08Z"
"852","OSU_RTS.MDBUS_RH.852_HHF","SMITH-STEEB HW HEAT FLOW","KBTU/HR","Heating Hot Water","Smith-Steeb Hall","262198.00000","1960-07-01","39.99578","-83.00949","Main","SDL","Student Housing","69","69","69","2017-01-01T00:00:00Z"
"87","OSU_RTS.MDBUS_C1.087_HF","TOWNSHEND CW HEAT FLOW","KBTU/HR","Chilled Water ","Townshend Hall","64406.00000","1898-07-01","39.99978","-83.01580","Main","ACA","Academic","69","69","69","2018-05-30T20:06:16Z"
"87","OSU_RTS.MDBUS_RT.087S_HF","TOWNSHEND STM HEAT FLOW","KBTU/HR","Steam","Townshend Hall","64406.00000","1898-07-01","39.99978","-83.01580","Main","ACA","Academic","69","69","69","2018-06-04T15:11:39Z"
"89","OSU_RTS.MDBUS_C1.089_HF","DOAN CW HEAT FLOW","KBTU/HR","Chilled Water ","Doan, Charles Austin, Hall","673130.00000","1951-06-01","","","Medical Center","","Patient Care","69","69","69","2018-05-30T20:07:07Z"
